engagement_probability,threeXthree,twoXtwo
0.035978507,0,0
0.075754791,0,0
0.070086099,0,0
0.12748082,0,0
0.064656481,0,0
0.481133729,0,0
0.163136691,0,0
0.488449723,1,1
0.353800565,0,0
0.473605484,0,1
0.526199818,0,0
0.421251118,0,0
0.13777788,0,0
0.035966884,0,0
0.086178117,1,1
0.498963863,0,0
0.461084098,0,0
0.033553191,0,0
0.365130693,1,1
0.044723142,0,0
0.470240653,0,0
0.024793765,0,0
0.028535936,0,0
0.543474078,0,0
0.354553401,0,0
0.0866808,0,0
0.037734743,0,0
0.035627417,0,0
0.12630035,0,0
0.168598473,0,0
0.031134808,0,0
0.101897061,1,1
0.50170064,0,0
0.092517011,1,1
0.497999281,0,0
0.382845312,0,0
0.131766915,0,0
0.111028798,0,0
0.050888956,0,0
0.049468819,0,0
0.040145412,0,0
0.539274335,0,0
0.099641703,0,0
0.04677964,0,0
0.098885417,0,0
0.039325129,0,0
0.038438942,0,0
0.040369745,0,0
0.478638589,1,1
0.12143448,0,0
0.042076573,0,0
0.026756311,0,0
0.091720767,0,0
0.065829501,0,0
0.45962438,1,1
0.586608469,0,0
0.110463284,1,1
0.03531611,0,0
0.036190186,0,0
0.078793742,0,0
0.513167739,0,1
0.02348957,0,0
0.075073577,0,0
0.029876392,0,0
0.108361043,0,0
0.45329985,1,1
0.03997324,0,0
0.406487674,0,0
0.1028037,0,0
0.044158742,0,0
0.106456794,0,0
0.088854276,0,0
0.054215204,0,0
0.064956896,0,0
0.215125471,0,0
0.170747116,0,0
0.074853964,0,0
0.069416896,0,0
0.465327263,0,0
0.419516832,0,0
0.402266115,0,0
0.534192145,0,0
0.089179426,0,0
0.538236856,1,1
0.353183419,0,0
0.051670305,0,0
0.030658165,0,0
0.407556623,1,1
0.109856986,0,0
0.102289326,0,0
0.36194998,0,0
0.101329334,0,0
0.03502275,0,0
0.031295925,0,0
0.0451639,0,0
0.263435125,0,0
0.439692795,0,0
0.102592535,0,0
0.543288112,0,0
0.542848647,0,0
0.32286486,1,1
0.456225336,0,0
0.025239725,0,0
0.135477066,1,1
0.108754754,0,0
0.092646956,0,0
0.045347668,0,0
0.125712171,0,0
0.040906303,0,0
0.030078169,0,0
0.391892493,0,0
0.036430098,0,0
0.093318589,0,0
0.042558923,0,0
0.56853956,0,0
0.072778709,0,0
0.041446976,0,0
0.034321655,0,0
0.115858197,0,0
0.404092729,1,1
0.523405015,1,1
0.029690824,0,0
0.085127071,0,0
0.035242867,0,0
0.518595397,1,1
0.435388297,0,0
0.070373394,0,0
0.118661031,0,0
0.044388257,0,0
0.098990463,0,0
0.521516204,0,0
0.088906601,0,0
0.401144594,1,1
0.113657221,0,0
0.119226396,0,0
0.491020113,0,0
0.432917058,0,0
0.033446122,0,0
0.10309127,0,0
0.102949545,0,1
0.447704524,0,0
0.033574417,0,0
0.124402329,0,0
0.348127484,0,0
0.029430095,0,0
0.040460274,0,0
0.095630303,0,0
0.494580895,0,0
0.03010123,0,0
0.495642245,0,0
0.084086999,0,0
0.126144826,0,0
0.046373561,0,0
0.09284544,0,0
0.44415167,1,1
0.092036977,0,0
0.046673227,0,0
0.052192036,0,0
0.088419534,0,0
0.074295357,0,0
0.486197561,0,0
0.134269074,0,0
0.039065611,0,0
0.350085109,0,0
0.340783328,0,0
0.049194425,0,0
0.047552161,0,0
0.133522481,0,0
0.026566759,0,0
0.041282348,0,0
0.104736127,0,0
0.085132614,0,0
0.03779256,0,0
0.140250504,0,0
0.037060034,0,0
0.032482889,0,0
0.505981386,1,1
0.572849751,1,1
0.032760497,0,0
0.038339201,0,0
0.083281748,0,0
0.542670548,1,1
0.047553495,0,0
0.07194414,0,0
0.042432237,0,0
0.553137362,1,1
0.035075542,0,0
0.121520422,0,0
0.072409622,0,0
0.461353451,0,0
0.032942824,0,0
0.396190375,1,1
0.114424646,0,0
0.07328704,0,0
0.490416437,0,0
0.104175843,0,0
0.098971449,0,0
0.053995207,0,0
0.436249882,1,1
0.065513842,0,0
0.101549536,0,0
0.030899076,0,0
0.03168916,0,0
0.319683075,1,1
0.037790563,0,0
0.491980255,0,0
0.105966799,0,0
0.106473461,0,0
0.43662563,1,1
0.53233546,0,0
0.032693774,0,0
0.056478027,0,0
0.035984427,0,0
0.509782016,1,1
0.097553693,0,0
0.493397266,1,1
0.060368024,0,0
0.082171768,0,0
0.336189121,0,0
0.097433336,0,0
0.487681627,1,1
0.070305541,0,0
0.083676875,0,0
0.075404905,0,0
0.174063131,0,0
0.052947477,0,0
0.075146049,0,0
0.489933491,0,0
0.03370155,0,0
0.383192271,0,0
0.089327663,0,0
0.037609838,0,0
0.029809352,0,0
0.476284206,0,0
0.037126686,0,0
0.111125633,0,0
0.069087453,0,0
0.58564806,1,1
0.517464638,0,0
0.381645352,1,1
0.031919163,0,0
0.110572033,0,0
0.041475568,0,0
0.534896016,0,0
0.55133903,1,1
0.460197806,0,0
0.04573087,0,0
0.361728579,0,0
0.037798233,0,0
0.045170859,0,0
0.030559044,0,0
0.037623279,0,0
0.077728651,0,0
0.184647515,0,0
0.12470828,0,0
0.114161529,0,0
0.0822502,0,0
0.036187593,0,0
0.045576699,0,0
0.438720405,1,1
0.512292743,0,1
0.072583042,0,0
0.072495319,0,0
0.394614249,0,0
0.086947903,0,0
0.038819488,0,0
0.532716155,0,0
0.578241706,0,0
0.402173638,0,1
0.03044622,0,0
0.036968026,0,0
0.082532316,0,0
0.156494141,0,0
0.553579986,1,1
0.078658953,0,0
0.395154864,1,1
0.134020656,0,0
0.099727295,0,0
0.385454774,0,0
0.046335034,0,0
0.085547253,0,0
0.095571525,0,0
0.063908517,0,0
0.064531222,0,0
0.429082423,1,1
0.476614833,0,0
0.494430423,1,1
0.036776129,0,0
0.120216854,0,0
0.490606695,0,1
0.044269338,0,0
0.02676975,0,0
0.444583088,0,0
0.072666124,0,0
0.048805129,0,0
0.035836082,0,0
0.42929697,1,1
0.419988334,1,1
0.493979216,0,0
0.075118706,0,0
0.077769406,0,0
0.496754915,1,1
0.101345278,0,0
0.394196361,1,1
0.033131164,0,0
0.038997315,0,0
0.18862614,0,0
0.079931483,0,0
0.411726058,1,1
0.447129995,1,1
0.493601382,0,0
0.045070264,0,0
0.357559055,0,0
0.041718718,0,0
0.067781307,0,0
0.405373633,1,1
0.434130013,0,0
0.042032223,0,0
0.089512169,0,0
0.079149388,0,0
0.508919358,1,1
0.052647356,0,0
0.597260535,0,1
0.054676544,0,0
0.596538067,1,1
0.046226755,0,0
0.122842923,0,0
0.436240315,0,0
0.116122536,0,0
0.418266684,0,0
0.053506382,0,0
0.391583562,1,1
0.425352305,0,0
0.465173483,0,0
0.353127331,0,0
0.474286079,1,1
0.094785251,0,0
0.088676706,0,0
0.138335764,0,0
0.361988097,0,0
0.51965791,1,1
0.094222218,0,0
0.095033802,0,0
0.409226,1,1
0.044269338,0,0
0.555670381,1,1
0.395602912,1,1
0.493192762,0,0
0.125241876,0,0
0.369493634,1,1
0.097914562,0,0
0.426895887,0,0
0.042115044,0,0
0.474641055,0,0
0.047744814,0,0
0.053428888,0,0
0.353021026,0,0
0.405113608,0,0
0.044321541,0,0
0.538753629,0,0
0.042382937,0,0
0.083357044,0,0
0.407333523,0,0
0.447677106,1,1
0.099515982,0,0
0.071359679,0,0
0.035272218,0,0
0.056809239,0,0
0.07488808,0,0
0.510059297,1,1
0.523815036,0,0
0.044434533,0,0
0.110371821,0,0
0.064464808,0,0
0.115304329,1,1
0.439604342,0,0
0.075340688,0,0
0.070001416,0,0
0.05313354,0,0
0.436233133,1,1
0.516115189,0,0
0.178420424,0,0
0.48678109,0,0
0.160134375,0,0
0.149083808,0,0
0.332752079,0,0
0.054439906,0,0
0.141743764,1,1
0.077970289,0,0
0.089274973,0,0
0.084153242,0,0
0.448067009,0,0
0.492239118,1,1
0.066786908,0,0
0.474466205,1,1
0.106263019,0,1
0.077848025,0,0
0.089293949,0,0
0.136475265,0,0
0.073663346,0,0
0.02919445,0,0
0.038793422,0,0
0.128091797,0,0
0.530637205,0,0
0.114907816,0,0
0.587345719,1,1
0.160324007,0,0
0.040438049,0,0
0.438165635,0,0
0.193546906,0,0
0.438118756,1,1
0.497085184,0,0
0.508728743,1,1
0.043299012,0,0
0.113356084,0,0
0.040982693,0,0
0.08513885,0,0
0.063049175,0,0
0.091023691,0,0
0.035498451,0,0
0.04066962,0,0
0.084557362,0,0
0.12054573,0,0
0.141692862,0,0
0.075230993,0,0
0.051356606,0,0
0.090997815,0,0
0.498815447,0,0
0.469014466,0,0
0.090707049,0,0
0.051928028,0,0
0.040003046,0,0
0.449130863,0,0
0.539029956,1,1
0.39285171,0,0
0.070424378,0,0
0.481109798,0,0
0.061512105,0,0
0.065714516,0,0
0.037051518,0,0
0.497728258,0,0
0.086348601,0,0
0.489956945,0,0
0.084696174,0,0
0.155988067,0,0
0.506831944,0,0
0.586051583,1,1
0.08439941,0,0
0.028757785,0,0
0.477000892,1,1
0.090280719,0,0
0.036552783,0,0
0.501079142,1,1
0.452655017,1,1
0.043159392,0,0
0.07290788,0,0
0.058144648,0,0
0.096278809,1,1
0.085712783,0,0
0.502345562,1,1
0.097407982,0,0
0.147182465,0,1
0.071086533,0,0
0.068666831,0,0
0.3453224,0,0
0.038269058,0,0
0.049431145,0,0
0.085853919,0,0
0.57776463,0,0
0.093942404,0,0
0.095868357,0,0
0.074877284,0,0
0.548785865,0,0
0.572574735,0,0
0.137244925,0,0
0.422447413,0,0
0.393656671,0,1
0.41449967,0,0
0.132104337,1,1
0.491531551,0,0
0.031252909,0,0
0.039012689,0,0
0.105687067,0,0
0.250101745,0,0
0.125977546,0,0
0.043076511,0,0
0.107307278,0,0
0.08712355,0,0
0.05167675,0,0
0.598014593,1,1
0.099833429,0,0
0.038963143,0,0
0.534145236,0,0
0.085936733,0,0
0.189777702,0,0
0.039687153,0,0
0.452198476,0,0
0.027499523,0,0
0.457225621,1,1
0.535339177,0,0
0.033982214,0,0
0.52892822,1,1
0.085023738,0,0
0.146026477,0,0
0.103883542,1,1
0.087167293,0,0
0.08822991,0,0
0.036708586,0,0
0.027741043,0,0
0.085148133,0,0
0.081407093,0,1
0.408406854,1,1
0.395955414,1,1
0.033049554,0,0
0.144721076,0,0
0.081335284,0,0
0.048405379,0,0
0.091175355,0,0
0.029945897,0,0
0.032263316,0,0
0.347793639,0,0
0.447514862,1,1
0.490064532,1,1
0.478316367,0,0
0.557411134,0,0
0.483720571,0,1
0.097275592,0,0
0.147284046,0,0
0.480345398,0,0
0.459943831,1,1
0.038426861,0,0
0.091046631,0,0
0.032767225,0,0
0.032251555,0,0
0.489790738,0,0
0.091133446,0,0
0.050208423,0,0
0.092458896,0,0
0.03821997,0,0
0.102511451,0,0
0.036667187,0,0
0.229955465,0,0
0.038620763,0,0
0.507435203,0,0
0.499102801,0,0
0.094269618,0,0
0.094768748,0,0
0.051243544,0,0
0.040208656,0,0
0.037041459,0,0
0.055883687,0,0
0.450989991,0,1
0.028484579,0,0
0.397893906,0,0
0.026200091,0,0
0.373006731,1,1
0.551653564,0,0
0.122145668,0,0
0.08699777,0,0
0.029521903,0,0
0.114161,0,0
0.028517514,0,0
0.537176907,1,1
0.483624756,1,1
0.471891552,0,0
0.031154519,0,0
0.031087201,0,0
0.519180357,1,1
0.03157749,0,0
0.501942217,0,1
0.339906931,0,0
0.468062729,0,0
0.133892208,0,0
0.085298084,0,0
0.032783158,0,0
0.10663522,0,0
0.147470921,0,0
0.093423121,0,0
0.03216698,0,0
0.036720533,0,0
0.041585278,0,0
0.404397607,0,0
0.46208927,1,1
0.026511425,0,0
0.50035578,0,0
0.042490114,0,0
0.132198706,0,0
0.146223977,1,1
0.098166518,0,0
0.11455372,0,0
0.132489637,0,0
0.587275445,1,1
0.039010175,0,0
0.032333616,0,0
0.047703687,0,0
0.659624517,1,1
0.149989903,0,1
0.482860982,1,1
0.456055105,0,0
0.037126686,0,0
0.633006096,1,1
0.028194489,0,0
0.051090971,0,0
0.144577131,0,0
0.424769998,1,1
0.082099639,0,0
0.078285456,0,0
0.102356449,0,0
0.14413628,0,0
0.413441777,0,0
0.487983376,0,1
0.08918906,0,0
0.0326798,0,0
0.116984971,1,1
0.525501013,0,0
0.494475931,0,0
0.461800277,1,1
0.040269859,0,0
0.036463879,0,0
0.158184141,0,0
0.383010387,0,0
0.085700154,1,1
0.048984364,0,0
0.051936228,0,0
0.594492376,0,0
0.03756864,0,0
0.048439033,0,0
0.452924788,0,0
0.414674371,0,0
0.097271763,0,0
0.118350908,0,0
0.436989754,0,0
0.136077046,0,0
0.07625483,0,0
0.529287159,1,1
0.452753335,1,1
0.506749749,1,1
0.034589339,0,0
0.114339247,0,0
0.043543059,0,0
0.478107661,0,0
0.032260772,0,0
0.068824798,0,0
0.0969918,0,0
0.22428672,0,0
0.453019738,1,1
0.084053308,0,0
0.483186364,0,0
0.109775275,0,0
0.121127903,0,0
0.048700918,0,0
0.109608814,0,1
0.105222829,0,0
0.074308544,0,0
0.105464831,0,0
0.12579453,0,0
0.042062771,0,0
0.119945392,0,0
0.446036726,0,0
0.177989751,0,0
0.641586304,1,1
0.035966679,0,0
0.540790021,0,0
0.100922137,0,0
0.060561556,0,0
0.115374193,0,0
0.061760072,0,0
0.03643921,0,0
0.030762136,0,0
0.556707084,0,0
0.101154521,0,0
0.411429465,0,0
0.510269046,1,1
0.360848159,1,1
0.419468343,0,0
0.105113089,0,0
0.43485707,0,0
0.084716029,0,0
0.071042165,0,0
0.072795503,0,0
0.418755382,0,0
0.049080223,0,0
0.088261008,0,0
0.047230683,0,0
0.121910699,0,0
0.152134389,0,0
0.490929008,0,0
0.035813451,0,0
0.059263237,0,0
0.095731176,0,0
0.042783603,0,0
0.161067858,0,0
0.468639642,0,0
0.093452506,0,0
0.098793238,0,0
0.026567483,0,0
0.07293307,0,0
0.030399563,0,0
0.129090399,0,0
0.487678796,0,0
0.031124586,0,0
0.57821548,0,0
0.493305504,0,0
0.55715996,1,1
0.464157671,0,0
0.167798698,0,0
0.067890927,0,0
0.452800006,1,1
0.035873819,0,0
0.377589226,0,0
0.375413179,0,1
0.04801818,0,0
0.030995216,0,0
0.081100769,0,0
0.126485348,0,0
0.056164142,0,0
0.02967247,0,0
0.073892713,0,0
0.045670532,0,0
0.028001189,0,0
0.069229014,0,0
0.45723474,1,1
0.16516532,1,1
0.569553137,1,1
0.565003574,0,1
0.033773161,0,0
0.096852712,0,0
0.419228137,0,0
0.329035312,0,0
0.460961521,0,0
0.518289626,0,0
0.531046927,1,1
0.083411478,0,0
0.08176104,0,0
0.174651489,0,0
0.488597304,0,0
0.053721208,0,0
0.032394614,0,0
0.036124453,0,0
0.048476815,0,0
0.506881595,0,0
0.272027314,0,0
0.486035883,0,0
0.044613652,0,0
0.467364609,0,0
0.038916685,0,0
0.126090124,0,0
0.441054761,1,1
0.585172832,1,1
0.124924138,0,0
0.038629826,0,0
0.338413209,0,0
0.460996181,1,1
0.075640842,0,0
0.112750269,0,0
0.449733257,0,0
0.562274635,0,0
0.419051617,0,0
0.083991244,0,0
0.047292322,0,0
0.04262685,0,0
0.031823002,0,0
0.535185158,0,0
0.413133472,1,1
0.032843243,0,0
0.119910106,0,0
0.116502188,0,0
0.100755371,0,0
0.085064426,1,1
0.080622889,0,0
0.46466884,1,1
0.535271227,0,0
0.2412301,0,0
0.366938353,1,1
0.034539219,0,0
0.437105864,0,1
0.035113856,0,0
0.045754615,0,0
0.093457483,0,0
0.037623279,0,0
0.125416204,0,0
0.108136743,0,0
0.158873081,0,0
0.052366082,0,0
0.203768909,0,1
0.045300391,0,0
0.039646529,0,0
0.497529149,0,0
0.398096174,0,1
0.043578874,0,0
0.042162731,0,0
0.513302445,0,0
0.054447751,0,0
0.083666757,0,0
0.166095883,0,0
0.039503962,0,0
0.389142245,1,1
0.110562749,0,0
0.14855057,0,0
0.030428607,0,0
0.130949512,0,1
0.070772313,0,0
0.048550535,0,0
0.465068549,0,0
0.439700097,0,0
0.096466631,0,0
0.044198971,0,0
0.156103969,0,0
0.436756372,0,0
0.36853537,1,1
0.422033548,0,0
0.032746259,0,0
0.636891484,1,1
0.431005299,1,1
0.414140046,1,1
0.047185827,0,0
0.078980431,0,0
0.404177696,0,0
0.028465698,0,0
0.102958918,0,0
0.426148355,0,0
0.440376222,0,0
0.041938111,0,0
0.100652695,0,0
0.036579799,0,0
0.119146369,0,0
0.519971788,1,1
0.032590356,0,0
0.115476884,0,0
0.16459249,0,0
0.108854584,0,0
0.084583819,0,0
0.100298755,0,0
0.068964638,0,0
0.578065217,0,1
0.111567803,0,0
0.052748963,0,0
0.4642286,1,1
0.092552245,0,0
0.070937946,0,0
0.099281989,0,0
0.045501564,0,0
0.368354648,1,1
0.027361784,0,0
0.368929207,0,0
0.073448285,0,0
0.493188828,1,1
0.391776592,1,1
0.032085679,0,0
0.499976784,1,1
0.46080476,1,1
0.043200538,0,0
0.436967164,0,0
0.087766588,0,0
0.029923512,0,0
0.104181878,0,0
0.092796057,0,0
0.094041415,0,0
0.031829279,0,0
0.534295559,0,0
0.429855317,1,1
0.056461062,0,0
0.035930827,0,0
0.121794604,0,0
0.481161088,0,0
0.123724341,0,0
0.040823959,0,0
0.164730117,0,0
0.403621674,1,1
0.038424607,0,0
0.362362385,1,1
0.1008237,0,0
0.472719103,0,0
0.225044668,1,1
0.097309321,0,0
0.178656146,1,1
0.461904556,0,1
0.417984903,1,1
0.462841213,0,0
0.047389824,0,0
0.039686725,0,0
0.38877973,0,0
0.096702524,0,0
0.078788191,0,0
0.101857647,0,0
0.127608478,0,0
0.211918712,0,0
0.465638876,0,0
0.50086993,0,0
0.372946501,1,1
0.040765263,0,0
0.548454165,1,1
0.403645426,0,0
0.429079771,1,1
0.03998759,0,0
0.126100957,0,0
0.472921968,1,1
0.062435519,0,0
0.029113188,0,0
0.040971108,0,0
0.041656148,0,0
0.555224717,0,0
0.485266715,1,1
0.059212241,0,0
0.093893856,0,0
0.041893516,0,0
0.062760584,0,0
0.109117441,0,0
0.082542837,0,0
0.342698157,0,0
0.448713243,0,0
0.040148418,0,0
0.499020815,0,0
0.084151238,0,0
0.168630779,0,0
0.166021198,0,0
0.595563829,0,0
0.141353905,0,0
0.080639899,0,0
0.478646725,0,0
0.387656629,0,0
0.048645608,0,0
0.15181002,0,0
0.036794059,0,0
0.496062458,0,1
0.054007445,0,0
0.399676472,1,1
0.415895313,0,0
0.138049856,1,1
0.068456218,0,0
0.107994772,0,0
0.426408798,0,0
0.037255798,0,0
0.048832003,0,0
0.096046299,1,1
0.090538606,0,0
0.119636998,0,0
0.112537488,0,0
0.458174109,1,1
0.083490632,0,0
0.057057671,0,0
0.453670293,1,1
0.041315258,0,0
0.116405778,0,0
0.099959962,0,0
0.469871998,1,1
0.491999984,0,0
0.077857159,0,0
0.144658133,0,0
0.579577684,1,1
0.086114824,0,0
0.089874566,0,0
0.090969943,0,0
0.558140278,1,1
0.03637429,0,0
0.113315389,0,0
0.093127042,0,0
0.040711615,0,0
0.111979142,0,0
0.490057915,0,0
0.097614251,0,0
0.14361605,0,0
0.437032074,0,0
0.074874327,0,0
0.458066553,1,1
0.030965954,0,0
0.52381134,0,0
0.052351225,0,0
0.039156992,0,0
0.394887626,0,0
0.086050332,0,0
0.100516282,0,0
0.055584777,0,0
0.081659712,0,0
0.158536687,0,0
0.125734732,1,1
0.035168163,0,0
0.52390027,0,0
0.038453847,0,0
0.396679968,0,0
0.094422258,0,0
0.43173787,1,1
0.027960261,0,0
0.467610002,0,0
0.138829038,0,0
0.114707291,0,1
0.036611259,0,0
0.428086936,0,0
0.093038887,0,0
0.026260715,0,0
0.528704941,1,1
0.118812308,0,0
0.542611659,0,0
0.036311664,0,0
0.061507441,0,0
0.429513842,0,1
0.450989991,0,1
0.039515752,0,0
0.155645981,0,0
0.079960585,0,0
0.034619067,0,0
0.584505916,1,1
0.44454506,0,0
0.430345714,0,0
0.079522938,0,0
0.093607053,0,0
0.482159913,0,0
0.113033347,0,0
0.082569219,0,0
0.410983205,0,0
0.107751235,0,0
0.463373363,1,1
0.127313539,0,0
0.03676014,0,0
0.39473334,0,0
0.57512033,0,0
0.094136395,0,0
0.369240195,1,1
0.467216969,1,1
0.116455384,0,1
0.126955494,0,0
0.093227938,0,0
0.236423105,0,0
0.430994451,0,0
0.470937669,0,1
0.042805955,0,0
0.114562973,0,0
0.02687002,0,0
0.040053684,0,0
0.199890435,1,1
0.486678004,1,1
0.415632874,0,0
0.037468214,0,0
0.465056032,1,1
0.047969323,0,0
0.405777305,0,0
0.083111279,0,0
0.455318391,0,0
0.085707657,0,0
0.089293949,0,0
0.45140022,0,0
0.059035253,0,0
0.470024019,1,1
0.076270968,0,0
0.388050437,0,0
0.027330292,0,0
0.556309044,0,0
0.447125733,1,1
0.557779133,1,1
0.540985107,0,0
0.05163452,0,0
0.038816702,0,0
0.581617475,0,0
0.090521522,0,0
0.489902824,1,1
0.102437392,0,0
0.051155556,0,0
0.040245675,0,0
0.451654971,0,0
0.432579756,1,1
0.033176612,0,0
0.138784662,0,0
0.490345001,0,0
0.063262545,0,0
0.045687802,0,0
0.4724406,0,0
0.03814631,0,0
0.543407559,0,0
0.113839261,0,0
0.047955625,0,0
0.078306921,0,0
0.036327355,0,0
0.521406949,0,0
0.477305025,0,0
0.077505328,0,0
0.103791147,0,0
0.075443275,0,0
0.026122237,0,0
0.107754909,0,0
0.071180657,0,0
0.240068376,0,1
0.089080334,0,0
0.508517861,0,0
0.028632456,0,0
0.117756598,0,0
0.372079939,0,0
0.414865285,0,0
0.075095281,0,0
0.540266037,1,1
0.102961361,0,0
0.080360532,0,0
0.130998567,0,0
0.050946601,0,0
0.328674227,1,1
0.454453528,0,0
0.485811442,0,0
0.06877742,0,0
0.091964498,0,0
0.358984679,1,1
0.130472377,0,0
0.491751492,0,0
0.478068292,0,1
0.401535839,0,0
0.089774296,0,0
0.082840964,0,0
0.028467691,0,0
0.110976063,0,0
0.111792594,0,0
0.125755996,0,0
0.392407119,0,0
0.11616917,0,0
0.102888674,0,0
0.029807163,0,0
0.406528294,1,1
0.123683818,0,0
0.136916921,0,0
0.524590909,0,0
0.416947007,1,1
0.02755722,0,0
0.040912967,0,0
0.590848088,1,1
0.059182674,0,0
0.352362454,0,0
0.046762146,0,0
0.331970304,0,0
0.031953681,0,0
0.073601715,0,0
0.044264566,0,0
0.392850757,1,1
0.482267559,1,1
0.537986517,0,0
0.386902392,0,0
0.383736789,0,0
0.039849047,0,0
0.293371975,0,0
0.025422957,0,0
0.490778476,0,0
0.036340728,0,0
0.194616094,0,0
0.080479972,0,0
0.409954011,1,1
0.075807482,0,0
0.33845529,1,1
0.518371761,0,0
0.180222839,0,0
0.043528784,0,0
0.560171187,0,1
0.039189618,0,0
0.036153477,0,0
0.032731049,0,0
0.030429756,0,0
0.039314792,0,0
0.105615631,0,0
0.449224085,1,1
0.167390257,0,0
0.042889513,0,0
0.1531564,0,0
0.176693633,0,1
0.056925021,0,0
0.028915994,0,0
0.072077461,0,0
0.038040485,0,0
0.04204585,0,0
0.032306995,0,0
0.485772789,0,1
0.082728349,0,0
0.532350183,0,0
0.554507554,0,0
0.560596764,0,1
0.03433742,0,0
0.420908421,0,1
0.437354743,1,1
0.077668071,0,0
0.485211283,0,0
0.058428694,0,0
0.096035346,0,0
0.082357951,0,0
0.031936735,0,0
0.028841194,0,0
0.071758069,0,0
0.07203301,0,0
0.531735003,0,0
0.047926657,0,0
0.031009469,0,0
0.125134587,0,0
0.160784036,0,0
0.523963034,0,1
0.074545696,0,0
0.071329378,0,1
0.571684897,0,0
0.348261207,1,1
0.494741201,0,0
0.446667433,0,0
0.129129529,0,0
0.095673658,0,0
0.090786554,0,0
0.486675829,0,0
0.061599519,0,0
0.450928986,0,0
0.484084398,0,1
0.031134294,0,0
0.113543876,0,0
0.080663092,0,0
0.504977226,0,0
0.035525784,0,0
0.107359521,0,0
0.043834038,0,0
0.044043526,0,0
0.330129445,0,0
0.446125686,0,0
0.458835483,1,1
0.044856064,0,0
0.483522385,1,1
0.060593657,0,0
0.05124912,0,0
0.142556965,0,0
0.484798729,0,0
0.460101843,0,0
0.034274597,0,0
0.095572591,0,0
0.523584723,0,0
0.418468416,0,0
0.032997724,0,0
0.111919016,0,0
0.103134811,0,0
0.079597913,0,0
0.374562651,0,0
0.431840122,0,0
0.042715177,0,0
0.067664854,0,0
0.456384063,1,1
0.035990398,0,0
0.432582825,0,1
0.539596319,0,0
0.087708056,0,0
0.449211597,0,0
0.036199633,0,0
0.047433343,0,0
0.478440881,0,0
0.426079571,0,0
0.043931127,0,0
0.028462736,0,0
0.045281637,0,0
0.228663191,0,0
0.082141094,0,0
0.114943497,0,0
0.045117874,0,0
0.483501047,0,0
0.454183877,0,0
0.142559171,0,0
0.026343429,0,0
0.098086238,0,0
0.144158304,0,0
0.491469532,0,0
0.418393791,0,0
0.526580215,0,0
0.439829379,0,0
0.502926409,0,0
0.100490764,0,0
0.559873521,1,1
0.145268664,0,0
0.057080045,0,0
0.096126117,0,1
0.237120733,0,0
0.058161419,0,0
0.12797007,0,0
0.564418614,1,1
0.549203396,0,0
0.045781493,0,0
0.513482928,0,0
0.1093546,0,0
0.140950367,0,0
0.43336916,0,0
0.105790615,0,0
0.033987902,0,0
0.489768654,0,1
0.067544311,0,0
0.042109787,0,0
0.389675766,0,0
0.456718504,0,1
0.463655502,1,1
0.135222107,0,0
0.032521568,0,0
0.039747626,0,0
0.044255592,0,0
0.048270106,0,0
0.079203151,0,0
0.029551113,0,0
0.119778536,0,0
0.119050197,1,1
0.392604977,0,0
0.413329333,1,1
0.414785594,0,1
0.11823757,1,1
0.033816975,0,0
0.12840192,1,1
0.476867735,1,1
0.109035641,0,0
0.027090952,0,0
0.030657377,0,0
0.513062894,0,0
0.098041289,0,0
0.047988664,0,0
0.489241898,1,1
0.172664076,0,0
0.044428695,0,0
0.43324554,1,1
0.394158691,1,1
0.048302218,0,0
0.083054006,0,0
0.027134426,0,0
0.050408449,0,0
0.09047772,0,0
0.037058443,0,0
0.078443661,0,0
0.045814142,0,0
0.109854661,0,0
0.381145716,0,0
0.352817595,0,0
0.507447541,0,0
0.494783282,1,1
0.220458612,0,0
0.168404952,0,0
0.496983826,0,0
0.1087135,0,0
0.052191697,0,0
0.527301192,0,0
0.130472377,0,0
0.122229308,0,0
0.39135462,1,1
0.034511469,0,0
0.073486745,0,0
0.064123578,0,0
0.045695804,0,0
0.063258484,0,0
0.073607922,0,0
0.062330026,0,0
0.084214814,0,0
0.037436329,0,0
0.071311265,0,0
0.11331939,0,0
0.044177193,0,0
0.049505368,0,0
0.531670272,1,1
0.036369599,0,0
0.318056494,1,1
0.031500641,0,0
0.036720928,0,0
0.035085939,0,0
0.041989945,0,0
0.477202147,1,1
0.370016575,1,1
0.52712971,1,1
0.336802304,1,1
0.441722453,0,0
0.024018541,0,0
0.418356031,1,1
0.10200315,0,0
0.370894283,0,0
0.105796315,0,0
0.033653632,0,0
0.525095046,1,1
0.049005635,0,0
0.078486182,0,0
0.519087851,0,0
0.514425516,0,1
0.102892287,0,0
0.515484333,0,0
0.454800159,0,0
0.505558074,0,0
0.12628229,0,0
0.442581087,0,0
0.046202749,0,0
0.122519761,0,0
0.035529494,0,0
0.109515242,1,1
0.471835852,1,1
0.066202424,0,0
0.445063025,0,0
0.044867352,0,0
0.086793765,0,0
0.463749141,0,0
0.438765705,1,1
0.096854463,0,0
0.47841379,1,1
0.386519045,0,1
0.056993622,0,0
0.031494558,0,0
0.344194412,0,0
0.51479578,1,1
0.401401252,1,1
0.037814654,0,0
0.125868738,0,0
0.220033973,0,0
0.496174455,0,0
0.472896069,1,1
0.126983896,0,0
0.099699974,0,0
