longitude,latitude,color,voters,geoid,cd,ld,pid
-111.63997,33.263009,#1368f0,828,40138169002,5,15,Democrat (DEM)
-111.63997,33.263009,#c41221,2280,40138169002,5,15,Republican (REP)
-111.63997,33.263009,#FF5733,1308,40138169002,5,15,Independent
-111.63997,33.263009,#FF5733,46,40138169002,5,15,Libertarian (LIB)
-110.7222785,32.1128359,#c41221,576,40190040641,6,19,Republican (REP)
-110.7222785,32.1128359,#1368f0,319,40190040641,6,19,Democrat (DEM)
-110.7222785,32.1128359,#1368f0,483,40190040641,6,17,Democrat (DEM)
-110.7222785,32.1128359,#c41221,1115,40190040641,6,17,Republican (REP)
-110.7222785,32.1128359,#FF5733,387,40190040641,6,19,Independent
-110.7222785,32.1128359,#FF5733,614,40190040641,6,17,Independent
-110.7222785,32.1128359,#FF5733,21,40190040641,6,17,Libertarian (LIB)
-110.7222785,32.1128359,#FF5733,10,40190040641,6,19,Libertarian (LIB)
-111.7507123,33.3865501,#c41221,496,40134225142,4,10,Republican (REP)
-111.7507123,33.3865501,#1368f0,428,40134225142,4,10,Democrat (DEM)
-111.7507123,33.3865501,#FF5733,600,40134225142,4,10,Independent
-111.7507123,33.3865501,#FF5733,30,40134225142,4,10,Libertarian (LIB)
-110.5711155,32.1497781,#c41221,431,40190040611,6,19,Republican (REP)
-110.5711155,32.1497781,#c41221,587,40190040611,6,17,Republican (REP)
-110.5711155,32.1497781,#1368f0,293,40190040611,6,17,Democrat (DEM)
-110.5711155,32.1497781,#1368f0,199,40190040611,6,19,Democrat (DEM)
-110.5711155,32.1497781,#FF5733,255,40190040611,6,19,Independent
-110.5711155,32.1497781,#FF5733,277,40190040611,6,17,Independent
-110.5711155,32.1497781,#FF5733,14,40190040611,6,19,Libertarian (LIB)
-110.5711155,32.1497781,#FF5733,7,40190040611,6,17,Libertarian (LIB)
-111.9197726,33.3752116,#1368f0,561,40133199031,4,12,Democrat (DEM)
-111.9197726,33.3752116,#FF5733,488,40133199031,4,12,Independent
-111.9197726,33.3752116,#c41221,316,40133199031,4,12,Republican (REP)
-111.9197726,33.3752116,#FF5733,22,40133199031,4,12,Libertarian (LIB)
-111.7275522,33.4445634,#c41221,796,40134202151,4,10,Republican (REP)
-111.7275522,33.4445634,#1368f0,492,40134202151,4,10,Democrat (DEM)
-111.7275522,33.4445634,#FF5733,632,40134202151,4,10,Independent
-111.7275522,33.4445634,#FF5733,22,40134202151,4,10,Libertarian (LIB)
-111.631827,33.3577398,#c41221,808,40134226431,5,15,Republican (REP)
-111.631827,33.3577398,#FF5733,559,40134226431,5,15,Independent
-111.631827,33.3577398,#1368f0,430,40134226431,5,15,Democrat (DEM)
-111.631827,33.3577398,#FF5733,29,40134226431,5,15,Libertarian (LIB)
-111.4363196,33.2304263,#c41221,747,40210002071,5,15,Republican (REP)
-111.4363196,33.2304263,#1368f0,39,40210002071,2,7,Democrat (DEM)
-111.4363196,33.2304263,#c41221,175,40210002071,2,7,Republican (REP)
-111.4363196,33.2304263,#FF5733,116,40210002071,2,7,Independent
-111.4363196,33.2304263,#FF5733,607,40210002071,5,15,Independent
-111.4363196,33.2304263,#1368f0,292,40210002071,5,15,Democrat (DEM)
-111.4363196,33.2304263,#FF5733,18,40210002071,5,15,Libertarian (LIB)
-111.4363196,33.2304263,#FF5733,5,40210002071,2,7,Libertarian (LIB)
-111.4363196,33.2304263,#1368f0,3,40210002071,2,15,Democrat (DEM)
-111.4363196,33.2304263,#c41221,2,40210002071,2,15,Republican (REP)
-111.4363196,33.2304263,#FF5733,2,40210002071,2,15,Independent
-111.7621448,33.4556636,#c41221,759,40134203031,4,10,Republican (REP)
-111.7621448,33.4556636,#1368f0,353,40134203031,4,10,Democrat (DEM)
-111.7621448,33.4556636,#FF5733,500,40134203031,4,10,Independent
-111.7621448,33.4556636,#FF5733,25,40134203031,4,10,Libertarian (LIB)
-112.4482479,33.5723256,#FF5733,558,40130610442,9,25,Independent
-112.4482479,33.5723256,#1368f0,347,40130610442,9,25,Democrat (DEM)
-112.4482479,33.5723256,#c41221,617,40130610442,9,25,Republican (REP)
-112.4482479,33.5723256,#FF5733,24,40130610442,9,25,Libertarian (LIB)
-112.1606478,33.6447081,#c41221,545,40136181001,8,27,Republican (REP)
-112.1606478,33.6447081,#1368f0,317,40136181001,8,27,Democrat (DEM)
-112.1606478,33.6447081,#FF5733,438,40136181001,8,27,Independent
-112.1606478,33.6447081,#FF5733,26,40136181001,8,27,Libertarian (LIB)
-111.7688572,33.4757463,#FF5733,63,40134204022,4,8,Independent
-111.7688572,33.4757463,#1368f0,397,40134204022,4,10,Democrat (DEM)
-111.7688572,33.4757463,#FF5733,607,40134204022,4,10,Independent
-111.7688572,33.4757463,#c41221,956,40134204022,4,10,Republican (REP)
-111.7688572,33.4757463,#c41221,196,40134204022,4,8,Republican (REP)
-111.7688572,33.4757463,#FF5733,4,40134204022,4,8,Libertarian (LIB)
-111.7688572,33.4757463,#1368f0,23,40134204022,4,8,Democrat (DEM)
-111.7688572,33.4757463,#FF5733,18,40134204022,4,10,Libertarian (LIB)
-111.7688572,33.4757463,#c41221,2,40134204022,1,10,Republican (REP)
-111.7688572,33.4757463,#FF5733,1,40134204022,1,10,Independent
-112.265709,33.6844449,#FF5733,1475,40136136001,8,28,Independent
-112.265709,33.6844449,#c41221,2243,40136136001,8,28,Republican (REP)
-112.265709,33.6844449,#1368f0,924,40136136001,8,28,Democrat (DEM)
-112.265709,33.6844449,#FF5733,49,40136136001,8,28,Libertarian (LIB)
-112.1275914,33.8535035,#c41221,1868,40136103001,8,3,Republican (REP)
-112.1275914,33.8535035,#1368f0,825,40136103001,8,3,Democrat (DEM)
-112.1275914,33.8535035,#FF5733,1244,40136103001,8,3,Independent
-112.1275914,33.8535035,#FF5733,31,40136103001,8,3,Libertarian (LIB)
-109.9875343,34.6202365,#c41221,1173,40179634001,2,7,Republican (REP)
-109.9875343,34.6202365,#1368f0,203,40179634001,2,7,Democrat (DEM)
-109.9875343,34.6202365,#FF5733,530,40179634001,2,7,Independent
-109.9875343,34.6202365,#FF5733,26,40179634001,2,7,Libertarian (LIB)
-112.4930811,33.4482782,#c41221,1657,40130506101,9,25,Republican (REP)
-112.4930811,33.4482782,#1368f0,1527,40130506101,9,25,Democrat (DEM)
-112.4930811,33.4482782,#FF5733,1860,40130506101,9,25,Independent
-112.4930811,33.4482782,#FF5733,48,40130506101,9,25,Libertarian (LIB)
-111.5144135,33.1297307,#FF5733,25,40210002122,5,15,Libertarian (LIB)
-111.5144135,33.1297307,#c41221,1157,40210002122,5,15,Republican (REP)
-111.5144135,33.1297307,#FF5733,1168,40210002122,5,15,Independent
-111.5144135,33.1297307,#1368f0,714,40210002122,5,15,Democrat (DEM)
-112.3578292,33.8313871,#c41221,1970,40130405191,8,28,Republican (REP)
-112.3578292,33.8313871,#1368f0,966,40130405191,8,28,Democrat (DEM)
-112.3578292,33.8313871,#FF5733,1216,40130405191,8,28,Independent
-112.3578292,33.8313871,#c41221,544,40130405191,9,29,Republican (REP)
-112.3578292,33.8313871,#1368f0,153,40130405191,9,29,Democrat (DEM)
-112.3578292,33.8313871,#FF5733,311,40130405191,9,29,Independent
-112.3578292,33.8313871,#FF5733,8,40130405191,9,29,Libertarian (LIB)
-112.3578292,33.8313871,#FF5733,31,40130405191,8,28,Libertarian (LIB)
-114.0146861,35.1881474,#c41221,1222,40159536011,9,30,Republican (REP)
-114.0146861,35.1881474,#FF5733,812,40159536011,9,30,Independent
-114.0146861,35.1881474,#1368f0,346,40159536011,9,30,Democrat (DEM)
-114.0146861,35.1881474,#FF5733,24,40159536011,9,30,Libertarian (LIB)
-111.5960018,33.2523658,#c41221,2829,40138169001,5,15,Republican (REP)
-111.5960018,33.2523658,#1368f0,917,40138169001,5,15,Democrat (DEM)
-111.5960018,33.2523658,#FF5733,1583,40138169001,5,15,Independent
-111.5960018,33.2523658,#FF5733,54,40138169001,5,15,Libertarian (LIB)
-112.5029196,33.4838138,#FF5733,1180,40130506062,9,25,Independent
-112.5029196,33.4838138,#c41221,1611,40130506062,9,25,Republican (REP)
-112.5029196,33.4838138,#1368f0,810,40130506062,9,25,Democrat (DEM)
-112.5029196,33.4838138,#FF5733,28,40130506062,9,25,Libertarian (LIB)
-111.4626816,33.0655425,#1368f0,879,40210008012,2,7,Democrat (DEM)
-111.4626816,33.0655425,#FF5733,1462,40210008012,2,7,Independent
-111.4626816,33.0655425,#c41221,2014,40210008012,2,7,Republican (REP)
-111.4626816,33.0655425,#FF5733,27,40210008012,2,7,Libertarian (LIB)
-112.0901357,33.752649,#c41221,1721,40136122001,8,2,Republican (REP)
-112.0901357,33.752649,#FF5733,1558,40136122001,8,2,Independent
-112.0901357,33.752649,#1368f0,1069,40136122001,8,2,Democrat (DEM)
-112.0901357,33.752649,#FF5733,45,40136122001,8,2,Libertarian (LIB)
-111.8291759,33.2653692,#c41221,1163,40138124002,5,13,Republican (REP)
-111.8291759,33.2653692,#1368f0,883,40138124002,5,13,Democrat (DEM)
-111.8291759,33.2653692,#FF5733,1057,40138124002,5,13,Independent
-111.8291759,33.2653692,#FF5733,23,40138124002,5,13,Libertarian (LIB)
-111.6783275,33.3564381,#c41221,1296,40134226411,5,15,Republican (REP)
-111.6783275,33.3564381,#FF5733,881,40134226411,5,15,Independent
-111.6783275,33.3564381,#1368f0,570,40134226411,5,15,Democrat (DEM)
-111.6783275,33.3564381,#FF5733,25,40134226411,5,15,Libertarian (LIB)
-112.0187253,33.3736163,#c41221,509,40131167042,3,11,Republican (REP)
-112.0187253,33.3736163,#1368f0,1024,40131167042,3,11,Democrat (DEM)
-112.0187253,33.3736163,#FF5733,844,40131167042,3,11,Independent
-112.0187253,33.3736163,#FF5733,21,40131167042,3,11,Libertarian (LIB)
-111.9410953,33.6785364,#1368f0,1064,40136152001,1,4,Democrat (DEM)
-111.9410953,33.6785364,#FF5733,1544,40136152001,1,4,Independent
-111.9410953,33.6785364,#c41221,1349,40136152001,1,4,Republican (REP)
-111.9410953,33.6785364,#FF5733,41,40136152001,1,4,Libertarian (LIB)
-112.044967,33.8094684,#FF5733,632,40136107001,8,3,Independent
-112.044967,33.8094684,#c41221,1290,40136107001,8,3,Republican (REP)
-112.044967,33.8094684,#1368f0,337,40136107001,8,3,Democrat (DEM)
-112.044967,33.8094684,#FF5733,26,40136107001,8,3,Libertarian (LIB)
-112.044967,33.8094684,#c41221,1,40136107001,1,3,Republican (REP)
-111.6587774,33.4804958,#c41221,473,40134201072,5,10,Republican (REP)
-111.6587774,33.4804958,#c41221,475,40134201072,1,10,Republican (REP)
-111.6587774,33.4804958,#FF5733,279,40134201072,5,10,Independent
-111.6587774,33.4804958,#1368f0,179,40134201072,5,10,Democrat (DEM)
-111.6587774,33.4804958,#1368f0,148,40134201072,1,10,Democrat (DEM)
-111.6587774,33.4804958,#FF5733,284,40134201072,1,10,Independent
-111.6587774,33.4804958,#FF5733,10,40134201072,5,10,Libertarian (LIB)
-111.6587774,33.4804958,#FF5733,15,40134201072,1,10,Libertarian (LIB)
-111.7437412,33.2265279,#c41221,3750,40138160001,5,14,Republican (REP)
-111.7437412,33.2265279,#FF5733,2625,40138160001,5,14,Independent
-111.7437412,33.2265279,#1368f0,1842,40138160001,5,14,Democrat (DEM)
-111.7437412,33.2265279,#FF5733,61,40138160001,5,14,Libertarian (LIB)
-111.7982476,33.287398,#FF5733,633,40138121001,5,13,Independent
-111.7982476,33.287398,#c41221,542,40138121001,5,13,Republican (REP)
-111.7982476,33.287398,#1368f0,508,40138121001,5,13,Democrat (DEM)
-111.7982476,33.287398,#FF5733,22,40138121001,5,13,Libertarian (LIB)
-112.1404214,33.8474427,#FF5733,792,40136103002,8,3,Independent
-112.1404214,33.8474427,#c41221,1011,40136103002,8,3,Republican (REP)
-112.1404214,33.8474427,#1368f0,418,40136103002,8,3,Democrat (DEM)
-112.1404214,33.8474427,#FF5733,24,40136103002,8,3,Libertarian (LIB)
-111.8650487,33.3458293,#c41221,426,40134222102,4,12,Republican (REP)
-111.8650487,33.3458293,#1368f0,396,40134222102,4,12,Democrat (DEM)
-111.8650487,33.3458293,#FF5733,425,40134222102,4,12,Independent
-111.8650487,33.3458293,#FF5733,23,40134222102,4,12,Libertarian (LIB)
-111.8782312,33.6495786,#FF5733,1293,40132168472,1,3,Independent
-111.8782312,33.6495786,#c41221,1736,40132168472,1,3,Republican (REP)
-111.8782312,33.6495786,#1368f0,893,40132168472,1,3,Democrat (DEM)
-111.8782312,33.6495786,#FF5733,22,40132168472,1,3,Libertarian (LIB)
-112.4608339,33.5738237,#FF5733,648,40130610441,9,25,Independent
-112.4608339,33.5738237,#c41221,821,40130610441,9,25,Republican (REP)
-112.4608339,33.5738237,#1368f0,370,40130610441,9,25,Democrat (DEM)
-112.4608339,33.5738237,#FF5733,21,40130610441,9,25,Libertarian (LIB)
-112.0048844,33.0658482,#FF5733,1240,40210017092,2,16,Independent
-112.0048844,33.0658482,#1368f0,985,40210017092,2,16,Democrat (DEM)
-112.0048844,33.0658482,#c41221,1036,40210017092,2,16,Republican (REP)
-112.0048844,33.0658482,#FF5733,29,40210017092,2,16,Libertarian (LIB)
-111.6930138,33.316047,#c41221,627,40138152002,5,14,Republican (REP)
-111.6930138,33.316047,#FF5733,584,40138152002,5,14,Independent
-111.6930138,33.316047,#1368f0,360,40138152002,5,14,Democrat (DEM)
-111.6930138,33.316047,#FF5733,22,40138152002,5,14,Libertarian (LIB)
-111.6930138,33.316047,#c41221,3,40138152002,5,15,Republican (REP)
-112.2760302,33.7215586,#c41221,3312,40136109002,8,28,Republican (REP)
-112.2760302,33.7215586,#FF5733,1876,40136109002,8,28,Independent
-112.2760302,33.7215586,#FF5733,56,40136109002,8,28,Libertarian (LIB)
-112.2760302,33.7215586,#1368f0,1223,40136109002,8,28,Democrat (DEM)
-111.6101572,33.371689,#FF5733,28,40134226441,5,15,Libertarian (LIB)
-111.6101572,33.371689,#1368f0,781,40134226441,5,15,Democrat (DEM)
-111.6101572,33.371689,#c41221,1546,40134226441,5,15,Republican (REP)
-111.6101572,33.371689,#FF5733,1044,40134226441,5,15,Independent
-112.7111984,33.5527971,#c41221,1162,40130506052,9,25,Republican (REP)
-112.7111984,33.5527971,#FF5733,1177,40130506052,9,25,Independent
-112.7111984,33.5527971,#1368f0,713,40130506052,9,25,Democrat (DEM)
-112.7111984,33.5527971,#FF5733,30,40130506052,9,25,Libertarian (LIB)
-111.8836485,33.3676213,#c41221,605,40134222122,4,9,Republican (REP)
-111.8836485,33.3676213,#1368f0,492,40134222122,4,9,Democrat (DEM)
-111.8836485,33.3676213,#FF5733,390,40134222122,4,9,Independent
-111.8836485,33.3676213,#FF5733,21,40134222122,4,9,Libertarian (LIB)
-111.49422,33.4223961,#1368f0,342,40210003112,5,7,Democrat (DEM)
-111.49422,33.4223961,#c41221,861,40210003112,5,7,Republican (REP)
-111.49422,33.4223961,#FF5733,527,40210003112,5,7,Independent
-111.49422,33.4223961,#FF5733,21,40210003112,5,7,Libertarian (LIB)
-111.49422,33.4223961,#1368f0,5,40210003112,2,7,Democrat (DEM)
-111.49422,33.4223961,#FF5733,1,40210003112,2,7,Independent
-112.2830528,34.6512827,#c41221,5663,40250019004,2,1,Republican (REP)
-112.2830528,34.6512827,#1368f0,1452,40250019004,2,1,Democrat (DEM)
-112.2830528,34.6512827,#FF5733,2459,40250019004,2,1,Independent
-112.2830528,34.6512827,#FF5733,59,40250019004,2,1,Libertarian (LIB)
-112.3898985,33.5917954,#FF5733,331,40130610381,9,29,Independent
-112.3898985,33.5917954,#c41221,344,40130610381,9,29,Republican (REP)
-112.3898985,33.5917954,#1368f0,212,40130610381,9,29,Democrat (DEM)
-112.3898985,33.5917954,#FF5733,21,40130610381,9,29,Libertarian (LIB)
-111.7810102,33.2411183,#c41221,975,40138133002,5,13,Republican (REP)
-111.7810102,33.2411183,#1368f0,567,40138133002,5,13,Democrat (DEM)
-111.7810102,33.2411183,#FF5733,819,40138133002,5,13,Independent
-111.7810102,33.2411183,#FF5733,22,40138133002,5,13,Libertarian (LIB)
-111.7553152,33.2558377,#FF5733,976,40138159002,5,14,Independent
-111.7553152,33.2558377,#1368f0,660,40138159002,5,14,Democrat (DEM)
-111.7553152,33.2558377,#c41221,1392,40138159002,5,14,Republican (REP)
-111.7553152,33.2558377,#FF5733,38,40138159002,5,14,Libertarian (LIB)
-111.7196069,33.7405709,#c41221,1331,40130101012,1,3,Republican (REP)
-111.7196069,33.7405709,#FF5733,701,40130101012,1,3,Independent
-111.7196069,33.7405709,#1368f0,380,40130101012,1,3,Democrat (DEM)
-111.7196069,33.7405709,#FF5733,21,40130101012,1,3,Libertarian (LIB)
-111.7600631,33.2706014,#1368f0,722,40138159001,5,14,Democrat (DEM)
-111.7600631,33.2706014,#c41221,226,40138159001,5,13,Republican (REP)
-111.7600631,33.2706014,#c41221,1182,40138159001,5,14,Republican (REP)
-111.7600631,33.2706014,#FF5733,1011,40138159001,5,14,Independent
-111.7600631,33.2706014,#FF5733,34,40138159001,5,14,Libertarian (LIB)
-111.7600631,33.2706014,#1368f0,138,40138159001,5,13,Democrat (DEM)
-111.7600631,33.2706014,#FF5733,206,40138159001,5,13,Independent
-111.7600631,33.2706014,#FF5733,3,40138159001,5,13,Libertarian (LIB)
-111.6952782,33.2851685,#1368f0,644,40138158001,5,14,Democrat (DEM)
-111.6952782,33.2851685,#c41221,1101,40138158001,5,14,Republican (REP)
-111.6952782,33.2851685,#FF5733,25,40138158001,5,14,Libertarian (LIB)
-111.6952782,33.2851685,#FF5733,995,40138158001,5,14,Independent
-112.4331614,33.5970904,#FF5733,1061,40130610311,9,25,Independent
-112.4331614,33.5970904,#1368f0,697,40130610311,9,25,Democrat (DEM)
-112.4331614,33.5970904,#FF5733,368,40130610311,9,29,Independent
-112.4331614,33.5970904,#c41221,311,40130610311,9,29,Republican (REP)
-112.4331614,33.5970904,#c41221,1520,40130610311,9,25,Republican (REP)
-112.4331614,33.5970904,#FF5733,9,40130610311,9,29,Libertarian (LIB)
-112.4331614,33.5970904,#1368f0,198,40130610311,9,29,Democrat (DEM)
-112.4331614,33.5970904,#FF5733,23,40130610311,9,25,Libertarian (LIB)
-112.4919502,33.5089345,#1368f0,755,40130506061,9,25,Democrat (DEM)
-112.4919502,33.5089345,#FF5733,1102,40130506061,9,25,Independent
-112.4919502,33.5089345,#c41221,1632,40130506061,9,25,Republican (REP)
-112.4919502,33.5089345,#FF5733,23,40130506061,9,25,Libertarian (LIB)
-113.9772979,35.197374,#c41221,2892,40159536012,9,30,Republican (REP)
-113.9772979,35.197374,#FF5733,1275,40159536012,9,30,Independent
-113.9772979,35.197374,#1368f0,596,40159536012,9,30,Democrat (DEM)
-113.9772979,35.197374,#FF5733,35,40159536012,9,30,Libertarian (LIB)
-111.5202825,33.2426719,#FF5733,819,40210002073,5,15,Independent
-111.5202825,33.2426719,#1368f0,418,40210002073,5,15,Democrat (DEM)
-111.5202825,33.2426719,#FF5733,26,40210002073,5,15,Libertarian (LIB)
-111.5202825,33.2426719,#c41221,1165,40210002073,5,15,Republican (REP)
-111.6015004,33.1994962,#c41221,1223,40210002091,5,15,Republican (REP)
-111.6015004,33.1994962,#FF5733,1004,40210002091,5,15,Independent
-111.6015004,33.1994962,#1368f0,575,40210002091,5,15,Democrat (DEM)
-111.6015004,33.1994962,#FF5733,33,40210002091,5,15,Libertarian (LIB)
-111.6262708,33.2341507,#FF5733,681,40138171004,5,15,Independent
-111.6262708,33.2341507,#c41221,1103,40138171004,5,15,Republican (REP)
-111.6262708,33.2341507,#1368f0,404,40138171004,5,15,Democrat (DEM)
-111.6262708,33.2341507,#FF5733,23,40138171004,5,15,Libertarian (LIB)
-112.0772096,33.297283,#FF5733,650,40131167271,4,12,Independent
-112.0772096,33.297283,#1368f0,561,40131167271,4,12,Democrat (DEM)
-112.0772096,33.297283,#c41221,814,40131167271,4,12,Republican (REP)
-112.0772096,33.297283,#FF5733,29,40131167271,4,12,Libertarian (LIB)
-112.5738888,33.4244177,#c41221,615,40130506082,9,25,Republican (REP)
-112.5738888,33.4244177,#FF5733,663,40130506082,9,25,Independent
-112.5738888,33.4244177,#1368f0,493,40130506082,9,25,Democrat (DEM)
-112.5738888,33.4244177,#FF5733,23,40130506082,9,25,Libertarian (LIB)
-111.769241,33.6208762,#FF5733,642,40132168191,1,3,Independent
-111.769241,33.6208762,#c41221,935,40132168191,1,3,Republican (REP)
-111.769241,33.6208762,#1368f0,441,40132168191,1,3,Democrat (DEM)
-111.769241,33.6208762,#FF5733,26,40132168191,1,3,Libertarian (LIB)
-112.3161585,33.7046053,#FF5733,1213,40130405211,8,28,Independent
-112.3161585,33.7046053,#1368f0,667,40130405211,8,28,Democrat (DEM)
-112.3161585,33.7046053,#c41221,2044,40130405211,8,28,Republican (REP)
-112.3161585,33.7046053,#c41221,761,40130405211,9,29,Republican (REP)
-112.3161585,33.7046053,#1368f0,305,40130405211,9,29,Democrat (DEM)
-112.3161585,33.7046053,#FF5733,501,40130405211,9,29,Independent
-112.3161585,33.7046053,#FF5733,44,40130405211,8,28,Libertarian (LIB)
-112.3161585,33.7046053,#c41221,15,40130405211,9,28,Republican (REP)
-112.3161585,33.7046053,#FF5733,22,40130405211,9,29,Libertarian (LIB)
-112.3161585,33.7046053,#FF5733,3,40130405211,9,28,Independent
-112.1680577,33.9335486,#c41221,896,40136100001,8,3,Republican (REP)
-112.1680577,33.9335486,#1368f0,238,40136100001,8,3,Democrat (DEM)
-112.1680577,33.9335486,#c41221,104,40136100001,8,28,Republican (REP)
-112.1680577,33.9335486,#FF5733,442,40136100001,8,3,Independent
-112.1680577,33.9335486,#FF5733,57,40136100001,8,28,Independent
-112.1680577,33.9335486,#FF5733,24,40136100001,8,3,Libertarian (LIB)
-112.1680577,33.9335486,#1368f0,26,40136100001,8,28,Democrat (DEM)
-112.1680577,33.9335486,#FF5733,1,40136100001,8,28,Libertarian (LIB)
-111.6098778,33.3571842,#c41221,876,40134226432,5,15,Republican (REP)
-111.6098778,33.3571842,#FF5733,718,40134226432,5,15,Independent
-111.6098778,33.3571842,#1368f0,408,40134226432,5,15,Democrat (DEM)
-111.6098778,33.3571842,#FF5733,23,40134226432,5,15,Libertarian (LIB)
-112.3925531,33.4555856,#c41221,542,40130610092,9,23,Republican (REP)
-112.3925531,33.4555856,#FF5733,719,40130610092,9,23,Independent
-112.3925531,33.4555856,#1368f0,653,40130610092,9,23,Democrat (DEM)
-112.3925531,33.4555856,#FF5733,22,40130610092,9,23,Libertarian (LIB)
-114.4327906,32.6889795,#FF5733,541,40270109072,9,25,Independent
-114.4327906,32.6889795,#1368f0,247,40270109072,9,25,Democrat (DEM)
-114.4327906,32.6889795,#c41221,767,40270109072,9,25,Republican (REP)
-114.4327906,32.6889795,#FF5733,26,40270109072,9,25,Libertarian (LIB)
-112.1485436,33.3711938,#1368f0,1238,40131166102,3,11,Democrat (DEM)
-112.1485436,33.3711938,#FF5733,832,40131166102,3,11,Independent
-112.1485436,33.3711938,#c41221,396,40131166102,3,11,Republican (REP)
-112.1485436,33.3711938,#FF5733,24,40131166102,3,11,Libertarian (LIB)
-111.811931,33.4404011,#1368f0,420,40134205042,4,9,Democrat (DEM)
-111.811931,33.4404011,#FF5733,453,40134205042,4,9,Independent
-111.811931,33.4404011,#c41221,506,40134205042,4,9,Republican (REP)
-111.811931,33.4404011,#FF5733,28,40134205042,4,9,Libertarian (LIB)
-111.6172549,33.3411156,#c41221,2427,40139806001,5,15,Republican (REP)
-111.6172549,33.3411156,#FF5733,1718,40139806001,5,15,Independent
-111.6172549,33.3411156,#1368f0,1234,40139806001,5,15,Democrat (DEM)
-111.6172549,33.3411156,#FF5733,62,40139806001,5,15,Libertarian (LIB)
-112.0221389,33.0513738,#c41221,993,40210017082,2,16,Republican (REP)
-112.0221389,33.0513738,#1368f0,875,40210017082,2,16,Democrat (DEM)
-112.0221389,33.0513738,#FF5733,1093,40210017082,2,16,Independent
-112.0221389,33.0513738,#FF5733,36,40210017082,2,16,Libertarian (LIB)
-111.5976577,33.1832219,#1368f0,730,40210002142,5,15,Democrat (DEM)
-111.5976577,33.1832219,#c41221,1084,40210002142,5,15,Republican (REP)
-111.5976577,33.1832219,#FF5733,1103,40210002142,5,15,Independent
-111.5976577,33.1832219,#FF5733,30,40210002142,5,15,Libertarian (LIB)
-112.7715344,33.5530584,#1368f0,375,40130506051,9,25,Democrat (DEM)
-112.7715344,33.5530584,#c41221,750,40130506051,9,25,Republican (REP)
-112.7715344,33.5530584,#FF5733,615,40130506051,9,25,Independent
-112.7715344,33.5530584,#FF5733,23,40130506051,9,25,Libertarian (LIB)
-110.2451668,31.4953949,#FF5733,490,40030020012,6,19,Independent
-110.2451668,31.4953949,#1368f0,294,40030020012,6,19,Democrat (DEM)
-110.2451668,31.4953949,#c41221,581,40030020012,6,19,Republican (REP)
-110.2451668,31.4953949,#FF5733,26,40030020012,6,19,Libertarian (LIB)
-111.6872811,35.1679735,#1368f0,451,40050011011,2,7,Democrat (DEM)
-111.6872811,35.1679735,#c41221,316,40050011011,2,7,Republican (REP)
-111.6872811,35.1679735,#FF5733,315,40050011011,2,7,Independent
-111.6872811,35.1679735,#FF5733,21,40050011011,2,7,Libertarian (LIB)
-112.5578347,33.7565722,#FF5733,890,40130405171,9,29,Independent
-112.5578347,33.7565722,#c41221,1292,40130405171,9,29,Republican (REP)
-112.5578347,33.7565722,#1368f0,466,40130405171,9,29,Democrat (DEM)
-112.5578347,33.7565722,#FF5733,29,40130405171,9,29,Libertarian (LIB)
-111.644518,33.3574815,#1368f0,470,40134226413,5,15,Democrat (DEM)
-111.644518,33.3574815,#c41221,764,40134226413,5,15,Republican (REP)
-111.644518,33.3574815,#FF5733,712,40134226413,5,15,Independent
-111.644518,33.3574815,#FF5733,21,40134226413,5,15,Libertarian (LIB)
-111.5973948,33.3354006,#FF5733,1229,40134226461,5,15,Independent
-111.5973948,33.3354006,#c41221,1736,40134226461,5,15,Republican (REP)
-111.5973948,33.3354006,#1368f0,758,40134226461,5,15,Democrat (DEM)
-111.5973948,33.3354006,#FF5733,38,40134226461,5,15,Libertarian (LIB)
-114.5168736,32.6515017,#1368f0,711,40270111061,9,25,Democrat (DEM)
-114.5168736,32.6515017,#c41221,1332,40270111061,9,25,Republican (REP)
-114.5168736,32.6515017,#FF5733,1254,40270111061,9,25,Independent
-114.5168736,32.6515017,#FF5733,31,40270111061,9,25,Libertarian (LIB)
-112.2235081,33.4045537,#c41221,367,40131125111,3,22,Republican (REP)
-112.2235081,33.4045537,#FF5733,850,40131125111,3,22,Independent
-112.2235081,33.4045537,#1368f0,1002,40131125111,3,22,Democrat (DEM)
-112.2235081,33.4045537,#FF5733,21,40131125111,3,22,Libertarian (LIB)
-112.2235081,33.4045537,#c41221,1,40131125111,3,11,Republican (REP)
-112.2235081,33.4045537,#1368f0,1,40131125111,3,11,Democrat (DEM)
-111.6776263,33.2572261,#FF5733,476,40138167001,5,15,Independent
-111.6776263,33.2572261,#1368f0,313,40138167001,5,15,Democrat (DEM)
-111.6776263,33.2572261,#c41221,788,40138167001,5,15,Republican (REP)
-111.6776263,33.2572261,#FF5733,22,40138167001,5,15,Libertarian (LIB)
-112.3136096,33.4704997,#1368f0,627,40130820221,7,22,Democrat (DEM)
-112.3136096,33.4704997,#c41221,330,40130820221,7,22,Republican (REP)
-112.3136096,33.4704997,#FF5733,555,40130820221,7,22,Independent
-112.3136096,33.4704997,#FF5733,24,40130820221,7,22,Libertarian (LIB)
-111.7983749,33.3174489,#c41221,498,40138149001,5,13,Republican (REP)
-111.7983749,33.3174489,#FF5733,487,40138149001,5,13,Independent
